2 5
26686664 75771937 zabqpobofmdslejodgrajszqzytypghetuvazcfizyhmlutkvc
26842008 73139533 adidkrwrwh
26864200 51719579 fifkhujgju
80844488 35717335 uhglcvihgd
60046420 19515179 jgdmxyfcpi
46622428 11597715 qxifgjwtsl
60460804 13597197 pefmtufsno
88246228 31335797 wxmlefkvgv
84684400 33575119 pijiryduvm
42600688 73535379 slalwncpop
86404460 71193131 danctwzkfk
00806208 99537173 uvwrcbgtkb
80084604 91337793 pchopofuno
42088024 79997193 cpybqbyfqz
86048642 71917317 ncpilijang
40884026 19733333 slkbmpkngj
80020620 57311357 rafgtazmxkrmnixqfyvezclsxwxcrwpsxirktupqpqnklwrsfk
00806480 95393171 olkpongjmx
80208000 77531739 tcvkxylkpm
48042424 79973915 ehydqrspcr
02420084 99597755 hotspkjmvq
04482668 31735331 ajchaduzcj
42028086 57771579 lafkdqzedw
08282624 15339579 ufofwjgzer
68662460 79953173 vwlazcpipi
04686284 39935733 yfqbcfinmt
84240828 97175759 bktkxgxkno
64086826 55957717 kfkzirurqb
22666822 91975735 lcdkrmdwlg
26880280 95571997 exkratifwd
46024640 37177715 haxidsluvmzklsxifmlkxitqlipcrefwpunenchensxyvsvuhw
62806488 93133397 kzktizilsp
08026828 37119957 rubahsvqry
60468604 75399373 cbkravkvwp
04268084 17133117 jkpehexedc
42024220 53571379 sxcnwvupkr
68460226 91971153 fgvwnelmls
08800006 97197575 alohkvmxgv
68000844 35959599 dsnkvshobs
68020260 59339971 wxcvkzcdqv
86842442 13931395 tyfqlqlkno
22846026 57115979 qherglupkd
62804464 51115191 dofcdaburi
66006404 17113137 qfwfknangf
82646624 11133371 rytyzalarg
48844600 19531991 mfqvclyjaf
68862864 15391195 pehwvifoxi
62040020 39391199 ofefqbqhuh
20062462 75951173 zudcpyhubm
88846202 37131771 wnqjkfkpuh
28660662 77113559 ryvivwzsla
40402464 77535317 ubililalih
02406262 57937799 xuxwnkdilw
00240642 75353333 ytkhklghaj
22226466 17539553 vavyhutqrc
02626086 91377919 yvcrodyhaf
20040662 91939991 jqbyluvitg
26480864 35397973 wlgzwlyrkl
62608426 79937975 zghijsxoni
86026864 75351117 exufmvwlqf
62424806 93115799 xahwjcxsnk
66482628 11737137 elqxahelut
64684804 39195173 rgfonkzuralsnarolklerkpwrqdkpszsfulevgrmrqhypgxgdg
64086044 53791319 wzgjavgdwd
60224202 19913119 pkpgzohqts
24446228 53931959 wrgdkbozcb
24404224 35133955 dsbipavyvu
62280860 75139595 axopuxmdez
62604002 79133111 hcbsfghahk
84200604 13593553 mzsfenefwz
48466488 35333391 hyzylevuzwbwdkdofktkbcxibghyfavudypcdejgrqnatinkdq
48248848 51993391 sjozcrwhsl
00480022 93715199 lktaxgvkni
66482804 13959191 ybarcvwjqp
46244804 19917137 rwtcrahuzc
68428204 19397357 ypexmzsjsp
88284080 95953517 zelwnspgle
42228062 59395155 mzapybqvof
42288204 37999395 jivorknebo
40004466 95353713 udupejsfen
28060264 31317553 vejwbmdidipanqpstcbqlglmlujktglytatktqbktidopmxqfm
66068648 33331391 utspknslcr
80242060 99773159 xotutmjizo
88086422 11313515 wvutalonod
22462020 75311315 zmluzmnkni
86460846 93599171 cvyjaxufkf
88608022 31919191 pqjatajehy
04600046 55353599 unmzenqnyn
00468608 99515353 rqtgjejevg
08684804 15975359 grkrydobmf
82806866 17597153 tcjipwxarm
02488420 57371191 gfsnsxufcp
84208880 35597133 vuzehohcrk
42044242 71117135 wbyxsvulwf
66428644 53755351 zazmrwtods
28662862 13753935 ctetevyhcz
42220682 17313133 jirwzovgvw
68262288 15139713 efqfyxspyd
0 5
80668406 75395393 YXATIRQRUB
44002626 33539395 CBOJIDKJSR
22404268 31913735 ELEJETANKF
02886426 57195719 YRYTWVYVWT
02604882 97959717 MNQFYJEVQJ
5 0
permit 80668406 75395393
permit 22404268 71115399
permit 02604882 33539395
permit 26860886 91391355
permit 68282064 31913735
1 16
permit 11111111 00000000
11111111 10000000 FooBarBaz
01111111 00000000 FooBarBaz
11111111 01000000 FooBarBaz
10111111 00000000 FooBarBaz
11111111 00100000 FooBarBaz
11011111 00000000 FooBarBaz
11111111 00010000 FooBarBaz
11101111 00000000 FooBarBaz
11111111 00001000 FooBarBaz
11110111 00000000 FooBarBaz
11111111 00000100 FooBarBaz
11111011 00000000 FooBarBaz
11111111 00000010 FooBarBaz
11111101 00000000 FooBarBaz
11111111 00000001 FooBarBaz
11111110 00000000 FooBarBaz
1 2
permit ?1111111 ?0000000
11111111 00000000 FooBarBaz
01111111 10000000 FooBarBaz
1 2
permit 1?111111 0?000000
11111111 00000000 FooBarBaz
10111111 01000000 FooBarBaz
1 2
permit ??111111 ??000000
11111111 00000000 FooBarBaz
00111111 11000000 FooBarBaz
1 2
permit 11?11111 00?00000
11111111 00000000 FooBarBaz
11011111 00100000 FooBarBaz
1 2
permit ?1?11111 ?0?00000
11111111 00000000 FooBarBaz
01011111 10100000 FooBarBaz
1 2
permit 1??11111 0??00000
11111111 00000000 FooBarBaz
10011111 01100000 FooBarBaz
1 2
permit ???11111 ???00000
11111111 00000000 FooBarBaz
00011111 11100000 FooBarBaz
1 2
permit 111?1111 000?0000
11111111 00000000 FooBarBaz
11101111 00010000 FooBarBaz
1 2
permit ?11?1111 ?00?0000
11111111 00000000 FooBarBaz
01101111 10010000 FooBarBaz
1 2
permit 1?1?1111 0?0?0000
11111111 00000000 FooBarBaz
10101111 01010000 FooBarBaz
1 2
permit ??1?1111 ??0?0000
11111111 00000000 FooBarBaz
00101111 11010000 FooBarBaz
1 2
permit 11??1111 00??0000
11111111 00000000 FooBarBaz
11001111 00110000 FooBarBaz
1 2
permit ?1??1111 ?0??0000
11111111 00000000 FooBarBaz
01001111 10110000 FooBarBaz
1 2
permit 1???1111 0???0000
11111111 00000000 FooBarBaz
10001111 01110000 FooBarBaz
1 2
permit ????1111 ????0000
11111111 00000000 FooBarBaz
00001111 11110000 FooBarBaz
1 2
permit 1111?111 0000?000
11111111 00000000 FooBarBaz
11110111 00001000 FooBarBaz
1 2
permit ?111?111 ?000?000
11111111 00000000 FooBarBaz
01110111 10001000 FooBarBaz
1 2
permit 1?11?111 0?00?000
11111111 00000000 FooBarBaz
10110111 01001000 FooBarBaz
1 2
permit ??11?111 ??00?000
11111111 00000000 FooBarBaz
00110111 11001000 FooBarBaz
1 2
permit 11?1?111 00?0?000
11111111 00000000 FooBarBaz
11010111 00101000 FooBarBaz
1 2
permit ?1?1?111 ?0?0?000
11111111 00000000 FooBarBaz
01010111 10101000 FooBarBaz
1 2
permit 1??1?111 0??0?000
11111111 00000000 FooBarBaz
10010111 01101000 FooBarBaz
1 2
permit ???1?111 ???0?000
11111111 00000000 FooBarBaz
00010111 11101000 FooBarBaz
1 2
permit 111??111 000??000
11111111 00000000 FooBarBaz
11100111 00011000 FooBarBaz
1 2
permit ?11??111 ?00??000
11111111 00000000 FooBarBaz
01100111 10011000 FooBarBaz
1 2
permit 1?1??111 0?0??000
11111111 00000000 FooBarBaz
10100111 01011000 FooBarBaz
1 2
permit ??1??111 ??0??000
11111111 00000000 FooBarBaz
00100111 11011000 FooBarBaz
1 2
permit 11???111 00???000
11111111 00000000 FooBarBaz
11000111 00111000 FooBarBaz
1 2
permit ?1???111 ?0???000
11111111 00000000 FooBarBaz
01000111 10111000 FooBarBaz
1 2
permit 1????111 0????000
11111111 00000000 FooBarBaz
10000111 01111000 FooBarBaz
1 2
permit ?????111 ?????000
11111111 00000000 FooBarBaz
00000111 11111000 FooBarBaz
1 2
permit 11111?11 00000?00
11111111 00000000 FooBarBaz
11111011 00000100 FooBarBaz
1 2
permit ?1111?11 ?0000?00
11111111 00000000 FooBarBaz
01111011 10000100 FooBarBaz
1 2
permit 1?111?11 0?000?00
11111111 00000000 FooBarBaz
10111011 01000100 FooBarBaz
1 2
permit ??111?11 ??000?00
11111111 00000000 FooBarBaz
00111011 11000100 FooBarBaz
1 2
permit 11?11?11 00?00?00
11111111 00000000 FooBarBaz
11011011 00100100 FooBarBaz
1 2
permit ?1?11?11 ?0?00?00
11111111 00000000 FooBarBaz
01011011 10100100 FooBarBaz
1 2
permit 1??11?11 0??00?00
11111111 00000000 FooBarBaz
10011011 01100100 FooBarBaz
1 2
permit ???11?11 ???00?00
11111111 00000000 FooBarBaz
00011011 11100100 FooBarBaz
1 2
permit 111?1?11 000?0?00
11111111 00000000 FooBarBaz
11101011 00010100 FooBarBaz
1 2
permit ?11?1?11 ?00?0?00
11111111 00000000 FooBarBaz
01101011 10010100 FooBarBaz
1 2
permit 1?1?1?11 0?0?0?00
11111111 00000000 FooBarBaz
10101011 01010100 FooBarBaz
1 2
permit ??1?1?11 ??0?0?00
11111111 00000000 FooBarBaz
00101011 11010100 FooBarBaz
1 2
permit 11??1?11 00??0?00
11111111 00000000 FooBarBaz
11001011 00110100 FooBarBaz
1 2
permit ?1??1?11 ?0??0?00
11111111 00000000 FooBarBaz
01001011 10110100 FooBarBaz
1 2
permit 1???1?11 0???0?00
11111111 00000000 FooBarBaz
10001011 01110100 FooBarBaz
1 2
permit ????1?11 ????0?00
11111111 00000000 FooBarBaz
00001011 11110100 FooBarBaz
1 2
permit 1111??11 0000??00
11111111 00000000 FooBarBaz
11110011 00001100 FooBarBaz
1 2
permit ?111??11 ?000??00
11111111 00000000 FooBarBaz
01110011 10001100 FooBarBaz
1 2
permit 1?11??11 0?00??00
11111111 00000000 FooBarBaz
10110011 01001100 FooBarBaz
1 2
permit ??11??11 ??00??00
11111111 00000000 FooBarBaz
00110011 11001100 FooBarBaz
1 2
permit 11?1??11 00?0??00
11111111 00000000 FooBarBaz
11010011 00101100 FooBarBaz
1 2
permit ?1?1??11 ?0?0??00
11111111 00000000 FooBarBaz
01010011 10101100 FooBarBaz
1 2
permit 1??1??11 0??0??00
11111111 00000000 FooBarBaz
10010011 01101100 FooBarBaz
1 2
permit ???1??11 ???0??00
11111111 00000000 FooBarBaz
00010011 11101100 FooBarBaz
1 2
permit 111???11 000???00
11111111 00000000 FooBarBaz
11100011 00011100 FooBarBaz
1 2
permit ?11???11 ?00???00
11111111 00000000 FooBarBaz
01100011 10011100 FooBarBaz
1 2
permit 1?1???11 0?0???00
11111111 00000000 FooBarBaz
10100011 01011100 FooBarBaz
1 2
permit ??1???11 ??0???00
11111111 00000000 FooBarBaz
00100011 11011100 FooBarBaz
1 2
permit 11????11 00????00
11111111 00000000 FooBarBaz
11000011 00111100 FooBarBaz
1 2
permit ?1????11 ?0????00
11111111 00000000 FooBarBaz
01000011 10111100 FooBarBaz
1 2
permit 1?????11 0?????00
11111111 00000000 FooBarBaz
10000011 01111100 FooBarBaz
1 2
permit ??????11 ??????00
11111111 00000000 FooBarBaz
00000011 11111100 FooBarBaz
1 2
permit 111111?1 000000?0
11111111 00000000 FooBarBaz
11111101 00000010 FooBarBaz
1 2
permit ?11111?1 ?00000?0
11111111 00000000 FooBarBaz
01111101 10000010 FooBarBaz
1 2
permit 1?1111?1 0?0000?0
11111111 00000000 FooBarBaz
10111101 01000010 FooBarBaz
1 2
permit ??1111?1 ??0000?0
11111111 00000000 FooBarBaz
00111101 11000010 FooBarBaz
1 2
permit 11?111?1 00?000?0
11111111 00000000 FooBarBaz
11011101 00100010 FooBarBaz
1 2
permit ?1?111?1 ?0?000?0
11111111 00000000 FooBarBaz
01011101 10100010 FooBarBaz
1 2
permit 1??111?1 0??000?0
11111111 00000000 FooBarBaz
10011101 01100010 FooBarBaz
1 2
permit ???111?1 ???000?0
11111111 00000000 FooBarBaz
00011101 11100010 FooBarBaz
1 2
permit 111?11?1 000?00?0
11111111 00000000 FooBarBaz
11101101 00010010 FooBarBaz
1 2
permit ?11?11?1 ?00?00?0
11111111 00000000 FooBarBaz
01101101 10010010 FooBarBaz
1 2
permit 1?1?11?1 0?0?00?0
11111111 00000000 FooBarBaz
10101101 01010010 FooBarBaz
1 2
permit ??1?11?1 ??0?00?0
11111111 00000000 FooBarBaz
00101101 11010010 FooBarBaz
1 2
permit 11??11?1 00??00?0
11111111 00000000 FooBarBaz
11001101 00110010 FooBarBaz
1 2
permit ?1??11?1 ?0??00?0
11111111 00000000 FooBarBaz
01001101 10110010 FooBarBaz
1 2
permit 1???11?1 0???00?0
11111111 00000000 FooBarBaz
10001101 01110010 FooBarBaz
1 2
permit ????11?1 ????00?0
11111111 00000000 FooBarBaz
00001101 11110010 FooBarBaz
1 2
permit 1111?1?1 0000?0?0
11111111 00000000 FooBarBaz
11110101 00001010 FooBarBaz
1 2
permit ?111?1?1 ?000?0?0
11111111 00000000 FooBarBaz
01110101 10001010 FooBarBaz
1 2
permit 1?11?1?1 0?00?0?0
11111111 00000000 FooBarBaz
10110101 01001010 FooBarBaz
1 2
permit ??11?1?1 ??00?0?0
11111111 00000000 FooBarBaz
00110101 11001010 FooBarBaz
1 2
permit 11?1?1?1 00?0?0?0
11111111 00000000 FooBarBaz
11010101 00101010 FooBarBaz
1 2
permit ?1?1?1?1 ?0?0?0?0
11111111 00000000 FooBarBaz
01010101 10101010 FooBarBaz
1 2
permit 1??1?1?1 0??0?0?0
11111111 00000000 FooBarBaz
10010101 01101010 FooBarBaz
1 2
permit ???1?1?1 ???0?0?0
11111111 00000000 FooBarBaz
00010101 11101010 FooBarBaz
1 2
permit 111??1?1 000??0?0
11111111 00000000 FooBarBaz
11100101 00011010 FooBarBaz
1 2
permit ?11??1?1 ?00??0?0
11111111 00000000 FooBarBaz
01100101 10011010 FooBarBaz
1 2
permit 1?1??1?1 0?0??0?0
11111111 00000000 FooBarBaz
10100101 01011010 FooBarBaz
1 2
permit ??1??1?1 ??0??0?0
11111111 00000000 FooBarBaz
00100101 11011010 FooBarBaz
1 2
permit 11???1?1 00???0?0
11111111 00000000 FooBarBaz
11000101 00111010 FooBarBaz
1 2
permit ?1???1?1 ?0???0?0
11111111 00000000 FooBarBaz
01000101 10111010 FooBarBaz
1 2
permit 1????1?1 0????0?0
11111111 00000000 FooBarBaz
10000101 01111010 FooBarBaz
1 2
permit ?????1?1 ?????0?0
11111111 00000000 FooBarBaz
00000101 11111010 FooBarBaz
1 2
permit 11111??1 00000??0
11111111 00000000 FooBarBaz
11111001 00000110 FooBarBaz
1 2
permit ?1111??1 ?0000??0
11111111 00000000 FooBarBaz
01111001 10000110 FooBarBaz
1 2
permit 1?111??1 0?000??0
11111111 00000000 FooBarBaz
10111001 01000110 FooBarBaz
1 2
permit ??111??1 ??000??0
11111111 00000000 FooBarBaz
00111001 11000110 FooBarBaz
1 2
permit 11?11??1 00?00??0
11111111 00000000 FooBarBaz
11011001 00100110 FooBarBaz
1 2
permit ?1?11??1 ?0?00??0
11111111 00000000 FooBarBaz
01011001 10100110 FooBarBaz
1 2
permit 1??11??1 0??00??0
11111111 00000000 FooBarBaz
10011001 01100110 FooBarBaz
1 2
permit ???11??1 ???00??0
11111111 00000000 FooBarBaz
00011001 11100110 FooBarBaz
1 2
permit 111?1??1 000?0??0
11111111 00000000 FooBarBaz
11101001 00010110 FooBarBaz
1 2
permit ?11?1??1 ?00?0??0
11111111 00000000 FooBarBaz
01101001 10010110 FooBarBaz
1 2
permit 1?1?1??1 0?0?0??0
11111111 00000000 FooBarBaz
10101001 01010110 FooBarBaz
1 2
permit ??1?1??1 ??0?0??0
11111111 00000000 FooBarBaz
00101001 11010110 FooBarBaz
1 2
permit 11??1??1 00??0??0
11111111 00000000 FooBarBaz
11001001 00110110 FooBarBaz
1 2
permit ?1??1??1 ?0??0??0
11111111 00000000 FooBarBaz
01001001 10110110 FooBarBaz
1 2
permit 1???1??1 0???0??0
11111111 00000000 FooBarBaz
10001001 01110110 FooBarBaz
1 2
permit ????1??1 ????0??0
11111111 00000000 FooBarBaz
00001001 11110110 FooBarBaz
1 2
permit 1111???1 0000???0
11111111 00000000 FooBarBaz
11110001 00001110 FooBarBaz
1 2
permit ?111???1 ?000???0
11111111 00000000 FooBarBaz
01110001 10001110 FooBarBaz
1 2
permit 1?11???1 0?00???0
11111111 00000000 FooBarBaz
10110001 01001110 FooBarBaz
1 2
permit ??11???1 ??00???0
11111111 00000000 FooBarBaz
00110001 11001110 FooBarBaz
1 2
permit 11?1???1 00?0???0
11111111 00000000 FooBarBaz
11010001 00101110 FooBarBaz
1 2
permit ?1?1???1 ?0?0???0
11111111 00000000 FooBarBaz
01010001 10101110 FooBarBaz
1 2
permit 1??1???1 0??0???0
11111111 00000000 FooBarBaz
10010001 01101110 FooBarBaz
1 2
permit ???1???1 ???0???0
11111111 00000000 FooBarBaz
00010001 11101110 FooBarBaz
1 2
permit 111????1 000????0
11111111 00000000 FooBarBaz
11100001 00011110 FooBarBaz
1 2
permit ?11????1 ?00????0
11111111 00000000 FooBarBaz
01100001 10011110 FooBarBaz
1 2
permit 1?1????1 0?0????0
11111111 00000000 FooBarBaz
10100001 01011110 FooBarBaz
1 2
permit ??1????1 ??0????0
11111111 00000000 FooBarBaz
00100001 11011110 FooBarBaz
1 2
permit 11?????1 00?????0
11111111 00000000 FooBarBaz
11000001 00111110 FooBarBaz
1 2
permit ?1?????1 ?0?????0
11111111 00000000 FooBarBaz
01000001 10111110 FooBarBaz
1 2
permit 1??????1 0??????0
11111111 00000000 FooBarBaz
10000001 01111110 FooBarBaz
1 2
permit ???????1 ???????0
11111111 00000000 FooBarBaz
00000001 11111110 FooBarBaz
1 2
permit 1111111? 0000000?
11111111 00000000 FooBarBaz
11111110 00000001 FooBarBaz
1 2
permit ?111111? ?000000?
11111111 00000000 FooBarBaz
01111110 10000001 FooBarBaz
1 2
permit 1?11111? 0?00000?
11111111 00000000 FooBarBaz
10111110 01000001 FooBarBaz
1 2
permit ??11111? ??00000?
11111111 00000000 FooBarBaz
00111110 11000001 FooBarBaz
1 2
permit 11?1111? 00?0000?
11111111 00000000 FooBarBaz
11011110 00100001 FooBarBaz
1 2
permit ?1?1111? ?0?0000?
11111111 00000000 FooBarBaz
01011110 10100001 FooBarBaz
1 2
permit 1??1111? 0??0000?
11111111 00000000 FooBarBaz
10011110 01100001 FooBarBaz
1 2
permit ???1111? ???0000?
11111111 00000000 FooBarBaz
00011110 11100001 FooBarBaz
1 2
permit 111?111? 000?000?
11111111 00000000 FooBarBaz
11101110 00010001 FooBarBaz
1 2
permit ?11?111? ?00?000?
11111111 00000000 FooBarBaz
01101110 10010001 FooBarBaz
1 2
permit 1?1?111? 0?0?000?
11111111 00000000 FooBarBaz
10101110 01010001 FooBarBaz
1 2
permit ??1?111? ??0?000?
11111111 00000000 FooBarBaz
00101110 11010001 FooBarBaz
1 2
permit 11??111? 00??000?
11111111 00000000 FooBarBaz
11001110 00110001 FooBarBaz
1 2
permit ?1??111? ?0??000?
11111111 00000000 FooBarBaz
01001110 10110001 FooBarBaz
1 2
permit 1???111? 0???000?
11111111 00000000 FooBarBaz
10001110 01110001 FooBarBaz
1 2
permit ????111? ????000?
11111111 00000000 FooBarBaz
00001110 11110001 FooBarBaz
1 2
permit 1111?11? 0000?00?
11111111 00000000 FooBarBaz
11110110 00001001 FooBarBaz
1 2
permit ?111?11? ?000?00?
11111111 00000000 FooBarBaz
01110110 10001001 FooBarBaz
1 2
permit 1?11?11? 0?00?00?
11111111 00000000 FooBarBaz
10110110 01001001 FooBarBaz
1 2
permit ??11?11? ??00?00?
11111111 00000000 FooBarBaz
00110110 11001001 FooBarBaz
1 2
permit 11?1?11? 00?0?00?
11111111 00000000 FooBarBaz
11010110 00101001 FooBarBaz
1 2
permit ?1?1?11? ?0?0?00?
11111111 00000000 FooBarBaz
01010110 10101001 FooBarBaz
1 2
permit 1??1?11? 0??0?00?
11111111 00000000 FooBarBaz
10010110 01101001 FooBarBaz
1 2
permit ???1?11? ???0?00?
11111111 00000000 FooBarBaz
00010110 11101001 FooBarBaz
1 2
permit 111??11? 000??00?
11111111 00000000 FooBarBaz
11100110 00011001 FooBarBaz
1 2
permit ?11??11? ?00??00?
11111111 00000000 FooBarBaz
01100110 10011001 FooBarBaz
1 2
permit 1?1??11? 0?0??00?
11111111 00000000 FooBarBaz
10100110 01011001 FooBarBaz
1 2
permit ??1??11? ??0??00?
11111111 00000000 FooBarBaz
00100110 11011001 FooBarBaz
1 2
permit 11???11? 00???00?
11111111 00000000 FooBarBaz
11000110 00111001 FooBarBaz
1 2
permit ?1???11? ?0???00?
11111111 00000000 FooBarBaz
01000110 10111001 FooBarBaz
